seed,week,time,num_I,value,.lower,.upper,.width,.point,.interval
1,5,38,1488,2302.044961288435,1988.979575979652,2723.4577469146834,0.5,median,qi
1,5,39,1624,2505.505528153695,2163.0053120713465,2960.367247241492,0.5,median,qi
1,5,40,1769,2736.2960942355135,2355.3814903818325,3222.69880424186,0.5,median,qi
1,5,41,1886,2986.2648080486497,2565.418550661122,3510.3725209467034,0.5,median,qi
1,5,42,2091,3266.7221863228033,2796.672545539974,3817.386245599429,0.5,median,qi
1,6,43,2287,3557.3494349372695,3028.9219163261987,4158.40955724056,0.5,median,qi
1,6,44,2447,3881.241944731344,3328.1530516498633,4542.869632975321,0.5,median,qi
1,6,45,2702,4230.532687588888,3647.1558819472298,4965.810677537138,0.5,median,qi
1,6,46,2875,4643.258395539664,3998.0882205595944,5438.184884610675,0.5,median,qi
1,6,47,3065,5090.663660847644,4372.859445888979,5955.335222005703,0.5,median,qi
1,6,48,3308,5581.258163928555,4796.0369206673895,6485.160482299659,0.5,median,qi
1,6,49,3585,6104.620697262961,5240.016416993083,7109.1309315443505,0.5,median,qi
1,7,50,3833,6658.625562570568,5706.956174544819,7738.884328272812,0.5,median,qi
1,7,51,4075,7241.982618196498,6199.938439264245,8395.233884605155,0.5,median,qi
1,7,52,4383,7847.699958857596,6743.190739498459,9064.149972382109,0.5,median,qi
1,7,53,4744,8495.596861407641,7293.3699686052705,9787.99379271546,0.5,median,qi
1,7,54,5064,9165.412751376398,7885.329877624426,10546.6754506232,0.5,median,qi
1,7,55,5358,9913.047998454103,8506.122417417497,11387.963269370332,0.5,median,qi
1,7,56,5645,10664.837326084586,9119.898943269987,12340.765507104144,0.5,median,qi
1,8,57,6018,11460.615049493845,9791.875806656222,13274.350025391965,0.5,median,qi
1,8,58,6382,12199.732648242476,10421.50298198605,14038.299334855315,0.5,median,qi
1,8,59,6721,12871.067195689984,11048.5750409277,14748.348320120836,0.5,median,qi
1,8,60,7080,13558.102520691948,11686.70922458664,15530.33290301646,0.5,median,qi
1,8,61,7457,14236.000129630698,12293.197330028554,16356.460984659803,0.5,median,qi
1,8,62,7820,14903.175243402588,12941.823066706902,17188.42046600637,0.5,median,qi
1,8,63,8186,15697.626838004657,13531.386299676697,18069.459142546475,0.5,median,qi
1,9,64,8566,16336.792132710929,14071.856138134375,18792.074850544395,0.5,median,qi
1,9,65,8875,16776.424629447425,14543.63890682031,19346.59287246007,0.5,median,qi
1,9,66,9266,17179.13600517642,14880.459393205452,19777.469822926854,0.5,median,qi
1,9,67,9493,17468.208215004215,15209.201032640703,20157.73480612185,0.5,median,qi
1,9,68,9751,17767.930899440864,15536.816185037096,20539.854406154172,0.5,median,qi
1,9,69,9938,17930.03711674493,15828.844622085406,20908.289576335217,0.5,median,qi
1,9,70,10143,18239.81839512133,16063.95564588276,21226.090814060277,0.5,median,qi
1,10,71,10349,18473.067108224197,16235.897208426026,21404.4914987656,0.5,median,qi
1,10,72,10547,18464.56877895353,16238.810239052422,21463.57130474613,0.5,median,qi
1,10,73,10679,18385.780589274786,16179.948018230118,21327.85312477653,0.5,median,qi
1,10,74,10795,18249.78563118742,16077.357671943855,21207.888119256608,0.5,median,qi
1,10,75,10829,18087.228907890934,15948.02451815507,20983.741955768262,0.5,median,qi
1,10,76,10836,17958.324181318065,15757.410645936085,20699.431164746144,0.5,median,qi
1,10,77,10913,17827.221496157385,15570.534583994804,20413.110410227288,0.5,median,qi
1,11,78,10920,17545.433436986845,15335.274500571237,20154.63978909589,0.5,median,qi
1,11,79,10895,17186.03674423131,15054.37483973214,19678.65518430651,0.5,median,qi
1,11,80,10700,16815.096634518268,14740.749221409242,19214.698822433467,0.5,median,qi
1,11,81,10576,16347.924070166322,14311.734080274538,18692.183261782247,0.5,median,qi
1,11,82,10409,15823.23952893111,13849.274045747754,18120.387082567773,0.5,median,qi
1,11,83,10200,15361.815165519416,13460.320905689116,17627.221921533044,0.5,median,qi
1,11,84,9986,14878.951017677133,13086.19518173474,17101.149816158286,0.5,median,qi
1,12,85,9644,14369.2705081341,12627.395093185009,16538.420649628242,0.5,median,qi
1,12,86,9403,13831.075030714588,12116.04682658588,15925.015669291255,0.5,median,qi
1,12,87,9141,13261.36778917642,11626.168327275727,15244.062415727583,0.5,median,qi
1,12,88,8831,12670.812225544476,11084.16216532248,14549.503236482073,0.5,median,qi
1,12,89,8506,12139.150085295303,10622.972728108078,13854.821918355396,0.5,median,qi
1,12,90,8212,11611.644279194736,10148.236501030551,13177.356291645883,0.5,median,qi
1,12,91,7917,11065.71826722105,9672.476918661136,12552.219906398572,0.5,median,qi
1,13,92,7600,10526.210137143966,9182.606990543456,11934.999667110911,0.5,median,qi
1,13,93,7294,9927.356184306876,8696.854841078846,11315.136362936386,0.5,median,qi
1,13,94,6939,9380.938496586814,8208.237706632037,10681.785699670569,0.5,median,qi
1,13,95,6615,8831.68121549912,7761.444489683909,10074.86867323353,0.5,median,qi
1,13,96,6386,8325.143720803055,7291.9466538403085,9479.712613105365,0.5,median,qi
1,13,97,6026,7830.148440670371,6880.564425826483,8889.976786301326,0.5,median,qi
1,13,98,5701,7370.8468085498225,6487.884335138678,8392.907329432368,0.5,median,qi
1,14,99,5403,6929.783938475782,6106.510658831226,7850.812127939699,0.5,median,qi
1,14,100,5102,6501.764695030299,5708.54145859794,7360.778803892299,0.5,median,qi
1,14,101,4877,6074.873600315059,5336.24956215205,6894.347401014312,0.5,median,qi
1,14,102,4586,5677.64603912904,4998.148530365649,6436.999421980672,0.5,median,qi
1,14,103,4320,5298.101296341584,4659.669175662074,6016.26512985742,0.5,median,qi
1,14,104,4067,4917.702048186175,4334.545224454914,5617.481810925454,0.5,median,qi
1,14,105,3812,4583.399076665645,4034.6667074592456,5256.107654859089,0.5,median,qi
1,15,106,3615,4265.58779976868,3752.588822155241,4921.476528570195,0.5,median,qi
1,15,107,3404,3968.091928416509,3487.8964732101404,4589.694223126551,0.5,median,qi
1,15,108,3208,3679.35547767507,3232.353386878939,4269.45648620723,0.5,median,qi
1,15,109,2994,3412.967072068174,2997.210790916449,3958.197531627039,0.5,median,qi
1,15,110,2799,3161.5753888237487,2773.7728275524287,3680.5857168341367,0.5,median,qi
1,15,111,2590,2930.413479282684,2579.9310354856107,3409.7068670423646,0.5,median,qi
1,15,112,2440,2718.446589601587,2381.7577046141337,3158.212658827914,0.5,median,qi
1,16,113,2294,2521.89362531071,2199.8361869386313,2918.859176447876,0.5,median,qi
1,16,114,2135,2333.6016092547234,2036.6945586477448,2700.6079316317378,0.5,median,qi
1,16,115,1995,2151.8639050794536,1874.214763311558,2499.498660162518,0.5,median,qi
1,16,116,1857,1989.574435623961,1733.8606357064828,2302.047739707365,0.5,median,qi
1,16,117,1752,1835.0878265817792,1597.376485028285,2129.0194090029167,0.5,median,qi
1,16,118,1620,1693.479903648245,1468.77996854549,1968.2356819960792,0.5,median,qi
1,16,119,1516,1565.7337088324634,1348.921611611801,1817.3012843985696,0.5,median,qi
1,17,120,1400,1445.905800752933,1241.8259227037688,1678.8606777135724,0.5,median,qi
1,17,121,1337,1332.3213961821762,1142.2701613956383,1549.883562517305,0.5,median,qi
1,17,122,1233,1226.563965029748,1046.669632171648,1431.389647261401,0.5,median,qi
1,17,123,1138,1123.859985572787,957.203817721876,1319.379190477595,0.5,median,qi
1,17,124,1087,1036.3957431984554,879.3836583655138,1220.1897355690344,0.5,median,qi
1,17,125,1010,956.9936862025938,805.7942117579696,1125.0752758449382,0.5,median,qi
1,17,126,952,880.2646159120977,737.7616644359894,1040.6767342166406,0.5,median,qi
1,18,127,883,812.2926340541901,677.4039151443617,962.6843018833248,0.5,median,qi
1,18,128,829,750.9896063735383,622.7546702951004,892.8915421227398,0.5,median,qi
1,18,129,759,692.4876457152078,571.3205584744537,830.2158360323662,0.5,median,qi
1,18,130,713,635.2470236928021,525.3461326470709,766.8061311914968,0.5,median,qi
1,18,131,678,585.901722323464,481.7369459949584,707.8742212768965,0.5,median,qi
1,18,132,649,540.959230925715,442.4748780314889,657.1195237831605,0.5,median,qi
1,18,133,589,497.81791441517606,406.0888200283144,609.2278360035882,0.5,median,qi
1,0,1,479,472.0651025120234,450.58361680556527,491.89248739632546,0.8,median,qi
1,0,2,488,461.41475833849154,426.7008210034504,493.2538884208872,0.8,median,qi
1,0,3,483,454.0076036089214,411.0820441134723,494.31914836183034,0.8,median,qi
1,0,4,490,449.14573549572486,401.5156494406204,494.5010383355472,0.8,median,qi
1,0,5,462,445.94742414695816,394.3568188253577,495.0843864460397,0.8,median,qi
1,0,6,483,443.4166575072685,388.4854518212715,496.73949739288537,0.8,median,qi
1,0,7,464,441.16168309286695,384.8540990000296,498.2205728305572,0.8,median,qi
1,1,8,458,441.48923396526254,383.0617808214243,503.4209555674612,0.8,median,qi
1,1,9,445,446.8828984154366,385.50040114662113,513.175628467951,0.8,median,qi
1,1,10,434,453.8402060892721,389.96240155217714,525.269509566277,0.8,median,qi
1,1,11,428,460.9444803799845,394.86794345514846,538.8449282221139,0.8,median,qi
1,1,12,439,469.7729498215824,399.0624560284838,556.6212095525356,0.8,median,qi
1,1,13,452,481.4400052189552,405.3208563008508,573.9549988721659,0.8,median,qi
1,1,14,457,492.3331682346825,410.9165552930546,592.8092926298523,0.8,median,qi
1,2,15,453,507.0612218509992,418.9382492539593,618.0632274963103,0.8,median,qi
1,2,16,466,528.2457374745786,430.8914411692548,647.9268760248934,0.8,median,qi
1,2,17,475,554.1556084876133,448.9113306019483,682.2624288743228,0.8,median,qi
1,2,18,491,582.5227659584439,469.43448910642246,721.0010378574937,0.8,median,qi
1,2,19,491,610.5972743267607,486.6693746780993,762.1523075668484,0.8,median,qi
1,2,20,511,642.2989036922279,507.14869119476305,805.9171654192185,0.8,median,qi
1,2,21,519,672.7363707305749,528.8422878535223,856.8308092870749,0.8,median,qi
1,3,22,543,711.9445332886548,556.699338743249,911.0861385667968,0.8,median,qi
1,3,23,580,759.2623870249461,594.6887325013059,976.7554678007542,0.8,median,qi
1,3,24,603,813.5944526050355,635.478476867143,1044.6552183521628,0.8,median,qi
1,3,25,612,870.5049918108382,676.5497468801482,1124.5650788319365,0.8,median,qi
1,3,26,659,935.0844031367031,721.2191606364697,1205.5141719689018,0.8,median,qi
1,3,27,686,1006.6169559553084,766.5680629679383,1296.7184150113744,0.8,median,qi
1,3,28,729,1078.579244851359,818.0107481063303,1404.3857867170964,0.8,median,qi
1,4,29,770,1161.0874647133369,878.1479772628553,1508.6558843869238,0.8,median,qi
1,4,30,825,1246.1911643361796,944.010457029274,1626.5020684922174,0.8,median,qi
1,4,31,867,1347.3510372547205,1014.2292616780048,1752.4005135629975,0.8,median,qi
1,4,32,934,1450.3239814890096,1086.6820321979094,1893.9423752909156,0.8,median,qi
1,4,33,1006,1560.6877277206377,1171.7755544258046,2045.412744792233,0.8,median,qi
1,4,34,1074,1687.2613468852055,1263.4287577985576,2216.851085823698,0.8,median,qi
1,4,35,1155,1815.698670278208,1356.69237688664,2393.24292642291,0.8,median,qi
1,5,36,1250,1964.908207319167,1470.546948670351,2601.9380853972807,0.8,median,qi
1,5,37,1354,2125.822809176251,1588.1432079917688,2818.4256169830123,0.8,median,qi
1,5,38,1488,2302.044961288435,1727.941449193714,3058.9931923740123,0.8,median,qi
1,5,39,1624,2505.505528153695,1891.3124259139772,3324.440666367168,0.8,median,qi
1,5,40,1769,2736.2960942355135,2055.4017573629467,3604.2820909564302,0.8,median,qi
1,5,41,1886,2986.2648080486497,2228.2982774754455,3918.731563789735,0.8,median,qi
1,5,42,2091,3266.7221863228033,2411.023911564399,4282.626624028256,0.8,median,qi
1,6,43,2287,3557.3494349372695,2633.030937383868,4679.13085435432,0.8,median,qi
1,6,44,2447,3881.241944731344,2899.5503089495996,5094.420009830989,0.8,median,qi
1,6,45,2702,4230.532687588888,3162.3966988970587,5554.258649548494,0.8,median,qi
1,6,46,2875,4643.258395539664,3461.615283305255,6092.414269482852,0.8,median,qi
1,6,47,3065,5090.663660847644,3780.915142845778,6673.37728410366,0.8,median,qi
1,6,48,3308,5581.258163928555,4146.041966983728,7340.602372753587,0.8,median,qi
1,6,49,3585,6104.620697262961,4539.488023038088,8072.124293323814,0.8,median,qi
1,7,50,3833,6658.625562570568,4948.131330243955,8860.33730365627,0.8,median,qi
1,7,51,4075,7241.982618196498,5408.656910626766,9627.4321444495,0.8,median,qi
1,7,52,4383,7847.699958857596,5858.3651803855,10409.3322663526,0.8,median,qi
1,7,53,4744,8495.596861407641,6341.46084607456,11125.145634578716,0.8,median,qi
1,7,54,5064,9165.412751376398,6860.045504602871,12037.120723499314,0.8,median,qi
1,7,55,5358,9913.047998454103,7408.19137661374,12972.172370256949,0.8,median,qi
1,7,56,5645,10664.837326084586,7974.430701741393,14098.04494811688,0.8,median,qi
1,8,57,6018,11460.615049493845,8524.572996622608,15052.15879091804,0.8,median,qi
1,8,58,6382,12199.732648242476,8997.530523161628,15931.98761421106,0.8,median,qi
1,8,59,6721,12871.067195689984,9544.234512678206,16723.991861712922,0.8,median,qi
1,8,60,7080,13558.102520691948,10149.01924997243,17543.931270482124,0.8,median,qi
1,8,61,7457,14236.000129630698,10671.752912072789,18449.739347009072,0.8,median,qi
1,8,62,7820,14903.175243402588,11195.047033120232,19462.184040680346,0.8,median,qi
1,8,63,8186,15697.626838004657,11779.0075071883,20506.956633562124,0.8,median,qi
1,9,64,8566,16336.792132710929,12326.280125050367,21441.913340596475,0.8,median,qi
1,9,65,8875,16776.424629447425,12703.424902465837,22159.033714236248,0.8,median,qi
1,9,66,9266,17179.13600517642,12975.35031302884,22590.3188431453,0.8,median,qi
1,9,67,9493,17468.208215004215,13238.86872978548,23023.540582470847,0.8,median,qi
1,9,68,9751,17767.930899440864,13450.419836887871,23333.88555745665,0.8,median,qi
1,9,69,9938,17930.03711674493,13796.796904308949,23520.98854269789,0.8,median,qi
1,9,70,10143,18239.81839512133,14047.120567870632,23803.739550257655,0.8,median,qi
1,10,71,10349,18473.067108224197,14131.694945914502,24036.824115884257,0.8,median,qi
1,10,72,10547,18464.56877895353,14175.095647751985,24028.60862964852,0.8,median,qi
1,10,73,10679,18385.780589274786,14167.811171321397,23913.29070431704,0.8,median,qi
1,10,74,10795,18249.78563118742,14051.104560199072,23871.789804992648,0.8,median,qi
1,10,75,10829,18087.228907890934,13982.002878395033,23682.40315931559,0.8,median,qi
1,10,76,10836,17958.324181318065,13828.846796240765,23499.277776646155,0.8,median,qi
1,10,77,10913,17827.221496157385,13686.025193241612,23243.8836477089,0.8,median,qi
1,11,78,10920,17545.433436986845,13490.664358958767,22837.15056553431,0.8,median,qi
1,11,79,10895,17186.03674423131,13211.418368824843,22388.56823188211,0.8,median,qi
1,11,80,10700,16815.096634518268,12892.578272542458,21862.87119022238,0.8,median,qi
1,11,81,10576,16347.924070166322,12539.998020372248,21243.51574248814,0.8,median,qi
1,11,82,10409,15823.23952893111,12212.09346974884,20682.391448352093,0.8,median,qi
1,11,83,10200,15361.815165519416,11832.331529828807,20074.20198203099,0.8,median,qi
1,11,84,9986,14878.951017677133,11530.11881422487,19472.131316795112,0.8,median,qi
1,12,85,9644,14369.2705081341,11210.976859227996,18824.912507981157,0.8,median,qi
1,12,86,9403,13831.075030714588,10761.21227640396,18013.724803987407,0.8,median,qi
1,12,87,9141,13261.36778917642,10367.319721972155,17220.50611023629,0.8,median,qi
1,12,88,8831,12670.812225544476,9927.615983978914,16509.32000813246,0.8,median,qi
1,12,89,8506,12139.150085295303,9472.005753480777,15781.687402855723,0.8,median,qi
1,12,90,8212,11611.644279194736,9047.14185445781,15061.512106166134,0.8,median,qi
1,12,91,7917,11065.71826722105,8579.085889347041,14377.750016452708,0.8,median,qi
1,13,92,7600,10526.210137143966,8145.709717458179,13661.861350907038,0.8,median,qi
1,13,93,7294,9927.356184306876,7696.097375670008,12890.476124012404,0.8,median,qi
1,13,94,6939,9380.938496586814,7262.254052198916,12144.193695689562,0.8,median,qi
1,13,95,6615,8831.68121549912,6848.644226552461,11384.746361612348,0.8,median,qi
1,13,96,6386,8325.143720803055,6438.191016094852,10719.437206112989,0.8,median,qi
1,13,97,6026,7830.148440670371,6062.920405822132,10103.408797830056,0.8,median,qi
1,13,98,5701,7370.8468085498225,5686.105032831571,9508.767838348682,0.8,median,qi
1,14,99,5403,6929.783938475782,5344.08685991917,8915.99061274598,0.8,median,qi
1,14,100,5102,6501.764695030299,4997.310296299048,8315.431745575435,0.8,median,qi
1,14,101,4877,6074.873600315059,4653.461796667095,7777.334988946567,0.8,median,qi
1,14,102,4586,5677.64603912904,4348.747036491845,7284.370673678836,0.8,median,qi
1,14,103,4320,5298.101296341584,4069.4329328399463,6776.555533692635,0.8,median,qi
1,14,104,4067,4917.702048186175,3796.0556800235386,6344.163396891609,0.8,median,qi
1,14,105,3812,4583.399076665645,3517.1602795447,5862.230190404369,0.8,median,qi
1,15,106,3615,4265.58779976868,3268.445311493747,5482.355073299408,0.8,median,qi
1,15,107,3404,3968.091928416509,3044.306575979769,5123.425110610441,0.8,median,qi
1,15,108,3208,3679.35547767507,2822.7177624036253,4755.970622442679,0.8,median,qi
1,15,109,2994,3412.967072068174,2610.40065761211,4424.064679113142,0.8,median,qi
1,15,110,2799,3161.5753888237487,2416.8361890076812,4106.524522278855,0.8,median,qi
1,15,111,2590,2930.413479282684,2240.5864451319085,3790.697421508145,0.8,median,qi
1,15,112,2440,2718.446589601587,2071.130284986772,3534.0368126544818,0.8,median,qi
1,16,113,2294,2521.89362531071,1904.1386535278943,3279.067997154306,0.8,median,qi
1,16,114,2135,2333.6016092547234,1751.744642369972,3032.139245996484,0.8,median,qi
1,16,115,1995,2151.8639050794536,1605.0547922973117,2801.310921076753,0.8,median,qi
1,16,116,1857,1989.574435623961,1471.3227833406906,2591.8657625490428,0.8,median,qi
1,16,117,1752,1835.0878265817792,1352.9571760947304,2401.769662202664,0.8,median,qi
1,16,118,1620,1693.479903648245,1240.528966823961,2237.935408551539,0.8,median,qi
1,16,119,1516,1565.7337088324634,1140.4390638878742,2071.891553887855,0.8,median,qi
1,17,120,1400,1445.905800752933,1043.050746287826,1924.3849882733189,0.8,median,qi
1,17,121,1337,1332.3213961821762,953.6346222876048,1779.258348163034,0.8,median,qi
1,17,122,1233,1226.563965029748,882.5694838091582,1652.437242104811,0.8,median,qi
1,17,123,1138,1123.859985572787,807.3102237815554,1526.6696511404505,0.8,median,qi
1,17,124,1087,1036.3957431984554,734.5375500947954,1416.092160346346,0.8,median,qi
1,17,125,1010,956.9936862025938,668.0422038326202,1318.73248690196,0.8,median,qi
1,17,126,952,880.2646159120977,609.2732281396316,1228.803650365793,0.8,median,qi
1,18,127,883,812.2926340541901,556.2358494869924,1139.545638174635,0.8,median,qi
1,18,128,829,750.9896063735383,509.7217374927158,1060.171801430875,0.8,median,qi
1,18,129,759,692.4876457152078,464.9295616981109,990.6921228940814,0.8,median,qi
1,18,130,713,635.2470236928021,424.89307822610687,918.4592339147011,0.8,median,qi
1,18,131,678,585.901722323464,383.3730947918024,852.9912176455043,0.8,median,qi
1,18,132,649,540.959230925715,348.6716184082248,790.000869183573,0.8,median,qi
1,18,133,589,497.81791441517606,320.99519795914455,734.3450937878875,0.8,median,qi
1,0,1,479,472.0651025120234,440.1410747147016,504.2033979328594,0.95,median,qi
1,0,2,488,461.41475833849154,410.05888508893776,513.1755823180628,0.95,median,qi
1,0,3,483,454.0076036089214,392.1164193737669,517.6874995723699,0.95,median,qi
1,0,4,490,449.14573549572486,379.8008928332698,519.6621475515341,0.95,median,qi
1,0,5,462,445.94742414695816,369.1062245859429,521.097781072536,0.95,median,qi
1,0,6,483,443.4166575072685,361.89571780870375,521.5151521760059,0.95,median,qi
1,0,7,464,441.16168309286695,355.4341955559103,525.688603484549,0.95,median,qi
1,1,8,458,441.48923396526254,352.77402278571356,533.5486422396216,0.95,median,qi
1,1,9,445,446.8828984154366,353.9343728064457,545.6190911887187,0.95,median,qi
1,1,10,434,453.8402060892721,355.9706459342627,557.3562472870811,0.95,median,qi
1,1,11,428,460.9444803799845,359.65309730924974,576.6663803133704,0.95,median,qi
1,1,12,439,469.7729498215824,364.4205148529134,597.7143366856212,0.95,median,qi
1,1,13,452,481.4400052189552,370.5783416865969,624.9405572837211,0.95,median,qi
1,1,14,457,492.3331682346825,371.87014663390374,656.0361316592555,0.95,median,qi
1,2,15,453,507.0612218509992,376.87421292738406,689.6221011853738,0.95,median,qi
1,2,16,466,528.2457374745786,386.6900393522728,724.852342009902,0.95,median,qi
1,2,17,475,554.1556084876133,405.2143470980705,765.8496921615224,0.95,median,qi
1,2,18,491,582.5227659584439,425.95484396113426,811.7750765114238,0.95,median,qi
1,2,19,491,610.5972743267607,438.55483093797056,867.0653771769418,0.95,median,qi
1,2,20,511,642.2989036922279,457.6213267232472,920.0088603540368,0.95,median,qi
1,2,21,519,672.7363707305749,474.7480253013751,984.7715286035298,0.95,median,qi
1,3,22,543,711.9445332886548,491.3815016803093,1058.2882846166938,0.95,median,qi
1,3,23,580,759.2623870249461,524.5588181663735,1133.8527007831144,0.95,median,qi
1,3,24,603,813.5944526050355,557.9068737434579,1211.233996052172,0.95,median,qi
1,3,25,612,870.5049918108382,589.065319880726,1293.2458424721256,0.95,median,qi
1,3,26,659,935.0844031367031,626.4797019081882,1391.5360081962406,0.95,median,qi
1,3,27,686,1006.6169559553084,664.1857252078287,1503.7159619712745,0.95,median,qi
1,3,28,729,1078.579244851359,705.4178472129848,1625.5876465406784,0.95,median,qi
1,4,29,770,1161.0874647133369,759.520835107402,1758.1345646924508,0.95,median,qi
1,4,30,825,1246.1911643361796,816.0880064966225,1879.760374470416,0.95,median,qi
1,4,31,867,1347.3510372547205,878.4666042344198,2014.8184656979415,0.95,median,qi
1,4,32,934,1450.3239814890096,946.761238774416,2163.97675504928,0.95,median,qi
1,4,33,1006,1560.6877277206377,1022.24564980336,2335.9443737557917,0.95,median,qi
1,4,34,1074,1687.2613468852055,1097.2205668344163,2559.676935235309,0.95,median,qi
1,4,35,1155,1815.698670278208,1177.8064479010177,2766.933697889433,0.95,median,qi
1,5,36,1250,1964.908207319167,1257.6968961058706,2975.1401918359275,0.95,median,qi
1,5,37,1354,2125.822809176251,1377.6606563539042,3219.1177109746077,0.95,median,qi
1,5,38,1488,2302.044961288435,1497.6528597441288,3490.789712323664,0.95,median,qi
1,5,39,1624,2505.505528153695,1637.3656721039736,3755.566410835324,0.95,median,qi
1,5,40,1769,2736.2960942355135,1788.013544117072,4119.986122037199,0.95,median,qi
1,5,41,1886,2986.2648080486497,1941.5329576870067,4456.105519497124,0.95,median,qi
1,5,42,2091,3266.7221863228033,2124.016666079409,4935.362318752416,0.95,median,qi
1,6,43,2287,3557.3494349372695,2315.430090447393,5403.709438143948,0.95,median,qi
1,6,44,2447,3881.241944731344,2536.712799677869,5961.7482008287125,0.95,median,qi
1,6,45,2702,4230.532687588888,2806.786426093696,6446.701831703549,0.95,median,qi
1,6,46,2875,4643.258395539664,3086.4963736483664,7018.128217479446,0.95,median,qi
1,6,47,3065,5090.663660847644,3358.832105610001,7717.456786339197,0.95,median,qi
1,6,48,3308,5581.258163928555,3697.504874266187,8510.880814316752,0.95,median,qi
1,6,49,3585,6104.620697262961,4016.866095527593,9497.737401750795,0.95,median,qi
1,7,50,3833,6658.625562570568,4395.061475354897,10471.50916888257,0.95,median,qi
1,7,51,4075,7241.982618196498,4756.10483819031,11412.263454014746,0.95,median,qi
1,7,52,4383,7847.699958857596,5141.479389572349,12333.953355096535,0.95,median,qi
1,7,53,4744,8495.596861407641,5573.349202460657,13314.779671990262,0.95,median,qi
1,7,54,5064,9165.412751376398,6035.086295460522,14496.318496599755,0.95,median,qi
1,7,55,5358,9913.047998454103,6488.708275767762,15609.55645317175,0.95,median,qi
1,7,56,5645,10664.837326084586,6947.738385701088,16974.44900737541,0.95,median,qi
1,8,57,6018,11460.615049493845,7411.194660937285,18252.218854209284,0.95,median,qi
1,8,58,6382,12199.732648242476,7852.959476694443,19184.86501420702,0.95,median,qi
1,8,59,6721,12871.067195689984,8299.701133672257,20018.556969611964,0.95,median,qi
1,8,60,7080,13558.102520691948,8772.00925196328,21142.29976976391,0.95,median,qi
1,8,61,7457,14236.000129630698,9256.423319800457,22017.76320265397,0.95,median,qi
1,8,62,7820,14903.175243402588,9699.864345315116,22946.350157238056,0.95,median,qi
1,8,63,8186,15697.626838004657,10139.897022811396,24010.135098922347,0.95,median,qi
1,9,64,8566,16336.792132710929,10562.531474953616,25343.960555231944,0.95,median,qi
1,9,65,8875,16776.424629447425,10869.631648375806,26157.615529711264,0.95,median,qi
